District Name,Question,Response,Week_End
Naches Valley School District,Are you directly providing or funding child care for your community? ,Not yet,4-Apr
Napavine School District,Are you directly providing or funding child care for your community? ,No,4-Apr
Naselle-Grays River Valley School ..,Are you directly providing or funding child care for your community? ,No,4-Apr
Nespelem School District #14,Are you directly providing or funding child care for your community? ,No,4-Apr
Newport School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Nooksack Valley School District,Are you directly providing or funding child care for your community? ,Not yet,4-Apr
North Beach School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
North Franklin School District,Are you directly providing or funding child care for your community? ,No,4-Apr
North Kitsap School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
NorthMason School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
North River School District,Are you directly providing or funding child care for your community? ,No,4-Apr
North Thurston Public Schools,Are you directly providing or funding child care for your community? ,No,4-Apr
Northport School District,Are you directly providing or funding child care for your community? ,Not yet,4-Apr
Oak Harbor School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Oakesdale School District,Are you directly providing or funding child care for your community? ,No,4-Apr
Oakville School District,Are you directly providing or funding child care for your community? ,Not yet,4-Apr
Ocean Beach School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Ocosta School District,Are you directly providing or funding child care for your community? ,No,4-Apr
Odessa School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Okanogan School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Olympia School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Omak School District,Are you directly providing or funding child care for your community? ,Yes,4-Apr
Onalaska School District,Are you directly providing or funding child care for your community? ,Not yet,4-Apr
Onion Creek School District,Are you directly providing or funding child care for your community? ,No,4-Apr
